Predateur;Proie;Nom_vernaculaire;Proie(acc_name);Type;Pays;Région;Site;Date;Scavenger;Source;Commentaires
Mimus trifasciatus;Phyllodactylus sp.;Gecko;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Lepidoptera spp.;Caterpillars;;Feeds on larvae;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Argiope spp.;Spiders;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Curculionidae spp.;Beetles;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Lepidoptera spp.;Moth;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Carabidae spp.;Beetles;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Schistocera spp.;Orthoptera;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Diptera;;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Sula nebouxi;Blue-footed boobies;;Feeds on young;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Scolopendra galapagoensis;Centipedes;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Polistes versicolor;Yellow-paper wasp;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;;Breeding season diet of the Floreana mockingbird (Mimus trifasciatus), a micro-endemic species from the Galápagos Islands, Ecuador;
Mimus trifasciatus;Microlophus sp.;Lava lizards;;Feeds on;Ecuador;Galapagos Islands;Champion;;Yes;DOI: 10.2307/4087553;
Mimus trifasciatus;Gekkota;Geckos;;Feeds on;Ecuador;Galapagos Islands;Champion;;Yes;DOI: 10.2307/4087553;
Mimus trifasciatus;Seabirds;Seabirds;;Feeds on;Ecuador;Galapagos Islands;Champion and Gardner;;Yes;DOI: 10.2307/4087553;
Mimus trifasciatus;Zalophus wollebaeki;Sea lion;;Feeds on;Ecuador;Galapagos Islands;Champion;;Yes;DOI: 10.2307/4087553;
Myiarchus magnirostris;Miconia robinsoniana;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Scutia spicata;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Tournefortia pubescens;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Solanum americanum;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Tournefortia psilostachya;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Laportea aestuans;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Paspalum conjugatum;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Rubus niveus;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Momordica charantia;;;Feeds on fruits;Ecuador;Galapagos Islands;Santa Cruz;;;Native and introduced birds of Galapagos as dispersers of native and introduced plants;
Myiarchus magnirostris;Opuntia galapageia;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Impatiens balsamina;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Galactia striata;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Nolana galapagensis;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Croton scouleri;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Chamaesyce recurva;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Rhynchosia minima;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Alternanthera echinocephala;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Pernettya howellii;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Polyscias guilfoylei;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Syzygium jambos;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Passiflora colinvauxii;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Plumbago zeylanica;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Hippomane mancinella;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Ceiba pentandra;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Eragrostis ciliaris;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Acacia rorudiana;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Scalesia affinis;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Galvezia leucantha;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Jasminocereus thouarsii;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Psidium galapageium;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Linum cratericola;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Mollugo flavescens;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Waltheria ovata;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Calandrinia galapagosa;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Sarcostemma angustissimum;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Scalesia incisa;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Casuarina equisetifolia;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Luffa cylindrica;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Brassica oleracea;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Hippobroma longiflora;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Pectis subsquarrosa;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Psidium guajava;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Bursera graveolens;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Bursera graveolens;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Maytenus octogona;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Miconia robinsoniana;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Opuntia echios;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Rubus niveus;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Rubus niveus;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Tournefortia psilostachya;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Opuntia helleri;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Mentzelia aspera;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Chamaesyce amplexiaculis;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Tournefortia pubescens;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Tournefortia pubescens;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Lantana peduncularis;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Sesuvium portulacastrum;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Passiflora suberosa;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Cryptocarpus pyriformis;;;Feeds on nectar and/or pollen;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Vallesia glabra;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Scutia spicata;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Solanum americanum;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Zanthoxylum fagara;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Lantana camara;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Momordica charantia;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Laportea aestuans;;;Feeds on fruits;Ecuador;Galapagos Islands;12 largest islands, excluding baltra;2010-2013;;﻿doi:10.1038/ncomms7376;
Myiarchus magnirostris;Lepidoptera;Moth;;Feeds on;Ecuador;Galapagos Islands;Floreana;;;Galapagos. Life in motion;
Myiarchus magnirostris;Bursera graveolens;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Lantana camara;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Miconia robinsoniana;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Pilea baurii;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Poaceae;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Rubus niveus;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Scutia spicata;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Tournefortia psylostachia;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Tournefortia pubescens;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Vallesia glabra;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Zanthoxylum fagara;;;Feeds on fruits/seeds;Ecuador;Galapagos Islands;San Cristobal y Santa Cruz;2011;;Contribution by vertebrates to seed dispersal effectiveness in the Galápagos Islands: a community-wide approach;
Myiarchus magnirostris;Insecta;Insects;;Feeds on;Ecuador;Galapagos Islands;;;;Land Birds of the Galapagos Archipelago;
Myiarchus magnirostris;Lepidoptera;Caterpillars;;Feeds on larvae;Ecuador;Galapagos Islands;;;;Land Birds of the Galapagos Archipelago;
Nyctanassa violacea;Chelonia mydas;Marine tortoise;;Feeds on young;Ecuador;Galapagos Islands;;;;Galapagos sea turtles (Noticias vol.38);On land
Nyctanassa violacea;Insecta;Insects;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Nyctanassa violacea;Arthropoda;Arthropods;;Feeds on;Ecuador;Galapagos Islands;;;;Galapagos. A Natural Histor (Book by Michael H. Jackson);
Nyctanassa violacea;Grapsus grapsus;Sally lightfoot crab;;Feeds on;Ecuador;Galapagos Islands;Genovesa;;;Galapagos. Life in motion;
Nyctanassa violacea;Schistocera spp.;Locusts;;Feeds on;Ecuador;Galapagos Islands;;;;Wildlife of the Galapagos;
